transcript_id,gene_id,gene_name,gene_type,chrom,utr5_start,utr5_end,strand,utr5_length,bound
ENST00000422269.1,ENSG00000273269.1,RP11-761B3.1,protein_coding,chr2,47293079,47380129,-,855,False
ENST00000272298.7,ENSG00000143933.12,CALM2,protein_coding,chr2,47387220,47403740,-,855,True
ENST00000432899.1,ENSG00000143933.12,CALM2,protein_coding,chr2,47387310,47403639,-,809,True
ENST00000456319.1,ENSG00000143933.12,CALM2,protein_coding,chr2,47387775,47387917,-,142,False
ENST00000409563.1,ENSG00000143933.12,CALM2,protein_coding,chr2,47387877,47403650,-,182,True
ENST00000405271.1,ENSG00000119888.6,EPCAM,protein_coding,chr2,47572296,47614039,+,504,False
ENST00000456133.1,ENSG00000119888.6,EPCAM,protein_coding,chr2,47572301,47614740,+,475,False
ENST00000263735.4,ENSG00000119888.6,EPCAM,protein_coding,chr2,47596286,47614173,+,782,False
ENST00000419334.1,ENSG00000119888.6,EPCAM,protein_coding,chr2,47596633,47596644,+,11,False
ENST00000233146.2,ENSG00000095002.8,MSH2,protein_coding,chr2,47630107,47710367,+,505,True
ENST00000454849.1,ENSG00000095002.8,MSH2,protein_coding,chr2,47630205,47630528,+,139,True
ENST00000543555.1,ENSG00000095002.8,MSH2,protein_coding,chr2,47630205,47710360,+,414,True
ENST00000406134.1,ENSG00000095002.8,MSH2,protein_coding,chr2,47630268,47740373,+,865,True
ENST00000327876.4,ENSG00000184261.4,KCNK12,protein_coding,chr2,47743719,47798078,-,4937,False
ENST00000601243.1,ENSG00000269563.1,AC138655.1,protein_coding,chr2,47799600,47801998,+,1948,False
ENST00000606499.1,ENSG00000116062.10,MSH6,protein_coding,chr2,47922957,48018102,+,680,False
ENST00000445503.1,ENSG00000116062.10,MSH6,protein_coding,chr2,48010220,48034092,+,3678,False
ENST00000234420.5,ENSG00000116062.10,MSH6,protein_coding,chr2,48010220,48037240,+,3396,False
ENST00000456246.1,ENSG00000116062.10,MSH6,protein_coding,chr2,48010266,48026059,+,534,False
ENST00000540021.1,ENSG00000116062.10,MSH6,protein_coding,chr2,48010321,48034084,+,139,False
ENST00000455383.1,ENSG00000116062.10,MSH6,protein_coding,chr2,48010723,48018102,+,231,False
ENST00000420813.1,ENSG00000116062.10,MSH6,protein_coding,chr2,48011093,48018102,+,188,False
ENST00000538136.1,ENSG00000116062.10,MSH6,protein_coding,chr2,48011093,48034084,+,881,False
ENST00000411819.1,ENSG00000116062.10,MSH6,protein_coding,chr2,48011319,48018102,+,95,False
ENST00000434234.1,ENSG00000138081.15,FBXO11,protein_coding,chr2,48016454,48036390,-,329,False
ENST00000405808.1,ENSG00000138081.15,FBXO11,protein_coding,chr2,48016460,48036324,-,128,False
ENST00000402508.1,ENSG00000138081.15,FBXO11,protein_coding,chr2,48034058,48115858,-,1315,False
ENST00000403359.3,ENSG00000138081.15,FBXO11,protein_coding,chr2,48034058,48132932,-,1274,False
ENST00000316377.4,ENSG00000138081.15,FBXO11,protein_coding,chr2,48034062,48132814,-,1404,False
ENST00000434523.2,ENSG00000138081.15,FBXO11,protein_coding,chr2,48034622,48059590,-,975,False
ENST00000493962.2,ENSG00000138081.15,FBXO11,protein_coding,chr2,48039987,48040289,-,302,False
ENST00000424163.1,ENSG00000138081.15,FBXO11,protein_coding,chr2,48066888,48132349,-,138,False
ENST00000378314.3,ENSG00000138081.15,FBXO11,protein_coding,chr2,48064126,48132814,-,312,False
ENST00000413569.1,ENSG00000170802.11,FOXN2,protein_coding,chr2,48541775,48573353,+,192,False
ENST00000340553.3,ENSG00000170802.11,FOXN2,protein_coding,chr2,48541848,48606433,+,4115,False
ENST00000431614.1,ENSG00000162869.11,PPP1R21,protein_coding,chr2,48667736,48738607,+,2322,False
ENST00000416913.1,ENSG00000162869.11,PPP1R21,protein_coding,chr2,48667907,48742524,+,3046,False
ENST00000281394.4,ENSG00000162869.11,PPP1R21,protein_coding,chr2,48667907,48742525,+,830,False
ENST00000294952.8,ENSG00000162869.11,PPP1R21,protein_coding,chr2,48667935,48742525,+,802,False
ENST00000449090.2,ENSG00000162869.11,PPP1R21,protein_coding,chr2,48667995,48741947,+,164,False
ENST00000421486.1,ENSG00000162869.11,PPP1R21,protein_coding,chr2,48668267,48681745,+,423,False
ENST00000455978.1,ENSG00000162869.11,PPP1R21,protein_coding,chr2,48707141,48725640,+,397,False
ENST00000404752.1,ENSG00000243244.1,STON1,protein_coding,chr2,48757309,48825651,+,3306,False
ENST00000406226.1,ENSG00000243244.1,STON1,protein_coding,chr2,48757324,48825652,+,3409,False
ENST00000309835.3,ENSG00000243244.1,STON1,protein_coding,chr2,48807762,48826025,+,3597,False
ENST00000444932.1,ENSG00000243244.1,STON1,protein_coding,chr2,48818894,48822993,+,727,False
ENST00000405008.1,ENSG00000068781.16,STON1-GTF2A1L,protein_coding,chr2,48757063,48906742,+,275,False
ENST00000402114.2,ENSG00000068781.16,STON1-GTF2A1L,protein_coding,chr2,48757063,49003654,+,314,False
ENST00000394754.1,ENSG00000068781.16,STON1-GTF2A1L,protein_coding,chr2,48796158,48906742,+,278,False
ENST00000309827.2,ENSG00000068781.16,STON1-GTF2A1L,protein_coding,chr2,48807723,48906742,+,213,False
ENST00000394751.3,ENSG00000068781.16,STON1-GTF2A1L,protein_coding,chr2,48807745,48906680,+,129,False
ENST00000448460.1,ENSG00000242441.3,GTF2A1L,protein_coding,chr2,48844936,48845013,+,77,False
ENST00000437125.1,ENSG00000242441.3,GTF2A1L,protein_coding,chr2,48844936,48845013,+,77,False
ENST00000430487.2,ENSG00000242441.3,GTF2A1L,protein_coding,chr2,48844936,48906742,+,241,False
ENST00000403751.3,ENSG00000242441.3,GTF2A1L,protein_coding,chr2,48844976,48906746,+,205,False
ENST00000423675.1,ENSG00000242441.3,GTF2A1L,protein_coding,chr2,48844986,48873737,+,308,False
ENST00000508440.1,ENSG00000242441.3,GTF2A1L,protein_coding,chr2,48960061,48960287,+,226,False
ENST00000294954.7,ENSG00000138039.10,LHCGR,protein_coding,chr2,48913913,48982832,-,947,False
ENST00000344775.3,ENSG00000138039.10,LHCGR,protein_coding,chr2,48913920,48982880,-,988,False
ENST00000405626.1,ENSG00000138039.10,LHCGR,protein_coding,chr2,48914781,48914838,-,57,False
ENST00000403273.1,ENSG00000138039.10,LHCGR,protein_coding,chr2,48914807,48982869,-,934,False
ENST00000401907.1,ENSG00000138039.10,LHCGR,protein_coding,chr2,48914807,48982869,-,502,False
ENST00000602369.1,ENSG00000138039.10,LHCGR,protein_coding,chr2,48921362,48925895,-,223,False
ENST00000428232.1,ENSG00000138039.10,LHCGR,protein_coding,chr2,48947178,48948827,-,1649,False
ENST00000406846.2,ENSG00000170820.7,FSHR,protein_coding,chr2,49189295,49381676,-,699,False
ENST00000346173.3,ENSG00000170820.7,FSHR,protein_coding,chr2,49189295,49381666,-,689,False
ENST00000304421.4,ENSG00000170820.7,FSHR,protein_coding,chr2,49189769,49381620,-,169,False
ENST00000541117.1,ENSG00000170820.7,FSHR,protein_coding,chr2,49189853,49224452,-,574,False
ENST00000454032.1,ENSG00000170820.7,FSHR,protein_coding,chr2,49381556,49381572,-,16,False
ENST00000419927.1,ENSG00000170820.7,FSHR,protein_coding,chr2,49210254,49381666,-,480,False
ENST00000342183.5,ENSG00000179915.16,NRXN1,protein_coding,chr2,50145642,50574892,-,4247,False
ENST00000412315.1,ENSG00000179915.16,NRXN1,protein_coding,chr2,50147486,50149084,-,1598,False
ENST00000378262.3,ENSG00000179915.16,NRXN1,protein_coding,chr2,50147486,50149084,-,1598,False
ENST00000401710.1,ENSG00000179915.16,NRXN1,protein_coding,chr2,50147487,50723214,-,1672,False
ENST00000404971.1,ENSG00000179915.16,NRXN1,protein_coding,chr2,50147487,51259537,-,2937,False
ENST00000406316.2,ENSG00000179915.16,NRXN1,protein_coding,chr2,50147487,51259674,-,3074,False
ENST00000405472.3,ENSG00000179915.16,NRXN1,protein_coding,chr2,50148906,51259250,-,1231,False
ENST00000401669.2,ENSG00000179915.16,NRXN1,protein_coding,chr2,50148906,51259314,-,1295,False
ENST00000402717.3,ENSG00000179915.16,NRXN1,protein_coding,chr2,50149081,50149084,-,3,False
ENST00000406859.3,ENSG00000179915.16,NRXN1,protein_coding,chr2,50149081,50149084,-,3,False
ENST00000405581.1,ENSG00000179915.16,NRXN1,protein_coding,chr2,51143959,51259674,-,4660,False
ENST00000406053.1,ENSG00000115239.17,GPR75-ASB3,protein_coding,chr2,53759809,53831969,-,1219,False
ENST00000263634.3,ENSG00000115239.17,GPR75-ASB3,protein_coding,chr2,53897117,54014079,-,660,False
ENST00000406687.1,ENSG00000115239.17,GPR75-ASB3,protein_coding,chr2,53897455,54014081,-,870,False
ENST00000394717.2,ENSG00000115239.17,GPR75-ASB3,protein_coding,chr2,53897455,54014146,-,399,False
ENST00000352846.3,ENSG00000115239.17,GPR75-ASB3,protein_coding,chr2,53897455,54087170,-,292,False
ENST00000406625.2,ENSG00000270898.1,ASB3,protein_coding,chr2,53897429,54087297,-,454,False
ENST00000295304.4,ENSG00000143942.4,CHAC2,protein_coding,chr2,53994928,54002333,+,769,False
ENST00000405123.3,ENSG00000068912.9,ERLEC1,protein_coding,chr2,54014216,54045357,+,385,False
ENST00000185150.4,ENSG00000068912.9,ERLEC1,protein_coding,chr2,54014216,54045956,+,984,False
ENST00000378239.5,ENSG00000068912.9,ERLEC1,protein_coding,chr2,54014216,54045956,+,984,False
ENST00000394705.2,ENSG00000119737.5,GPR75,protein_coding,chr2,54080049,54087126,-,495,False
ENST00000404125.1,ENSG00000068878.10,PSME4,protein_coding,chr2,54091203,54197977,-,1570,False
ENST00000421748.2,ENSG00000068878.10,PSME4,protein_coding,chr2,54091203,54093228,-,1514,False
ENST00000389993.3,ENSG00000068878.10,PSME4,protein_coding,chr2,54091570,54197977,-,4868,False
ENST00000606082.1,ENSG00000170634.8,ACYP2,protein_coding,chr2,54197974,54202513,+,593,False
ENST00000607452.1,ENSG00000170634.8,ACYP2,protein_coding,chr2,54198239,54531996,+,315,False
ENST00000422521.2,ENSG00000170634.8,ACYP2,protein_coding,chr2,54198244,54293184,+,767,False
ENST00000406041.1,ENSG00000170634.8,ACYP2,protein_coding,chr2,54342539,54370451,+,1622,False
ENST00000303536.4,ENSG00000170634.8,ACYP2,protein_coding,chr2,54342640,54532163,+,495,False
ENST00000394666.3,ENSG00000170634.8,ACYP2,protein_coding,chr2,54342640,54532437,+,696,False
ENST00000494922.2,ENSG00000170634.8,ACYP2,protein_coding,chr2,54450152,54532388,+,632,False
ENST00000606865.1,ENSG00000170634.8,ACYP2,protein_coding,chr2,54350315,54532156,+,425,False
ENST00000317802.7,ENSG00000178021.9,TSPYL6,protein_coding,chr2,54480314,54483409,-,1865,False
ENST00000486488.1,ENSG00000177994.11,C2orf73,protein_coding,chr2,54557170,54557302,+,132,False
ENST00000405749.1,ENSG00000177994.11,C2orf73,protein_coding,chr2,54558038,54610331,+,237,False
ENST00000398634.2,ENSG00000177994.11,C2orf73,protein_coding,chr2,54558070,54588714,+,1060,False
ENST00000317627.5,ENSG00000177994.11,C2orf73,protein_coding,chr2,54558070,54588714,+,1536,False
ENST00000447328.1,ENSG00000177994.11,C2orf73,protein_coding,chr2,54558091,54558112,+,21,False
ENST00000414747.1,ENSG00000177994.11,C2orf73,protein_coding,chr2,54587380,54610331,+,316,False
ENST00000356805.4,ENSG00000115306.11,SPTBN1,protein_coding,chr2,54683421,54896812,+,1390,False
ENST00000389980.3,ENSG00000115306.11,SPTBN1,protein_coding,chr2,54684397,54753555,+,94,False
ENST00000333896.5,ENSG00000115306.11,SPTBN1,protein_coding,chr2,54785530,54889445,+,2610,False
ENST00000356458.6,ENSG00000214595.7,EML6,protein_coding,chr2,54951678,55199154,+,2446,False
ENST00000394609.2,ENSG00000115310.13,RTN4,protein_coding,chr2,55199324,55237585,-,1299,False
ENST00000405240.1,ENSG00000115310.13,RTN4,protein_coding,chr2,55199324,55274022,-,1103,False
ENST00000357376.3,ENSG00000115310.13,RTN4,protein_coding,chr2,55199324,55276334,-,1152,False
ENST00000337526.6,ENSG00000115310.13,RTN4,protein_coding,chr2,55199324,55277680,-,1214,False
ENST00000317610.7,ENSG00000115310.13,RTN4,protein_coding,chr2,55199324,55277680,-,1214,False
ENST00000357732.4,ENSG00000115310.13,RTN4,protein_coding,chr2,55199324,55277680,-,1214,False
ENST00000394611.2,ENSG00000115310.13,RTN4,protein_coding,chr2,55199324,55277734,-,1203,False
ENST00000404909.1,ENSG00000115310.13,RTN4,protein_coding,chr2,55199324,55277964,-,1144,False
ENST00000402434.2,ENSG00000115310.13,RTN4,protein_coding,chr2,55199949,55277512,-,421,False
ENST00000354474.6,ENSG00000115310.13,RTN4,protein_coding,chr2,55199949,55200294,-,345,False
ENST00000438462.1,ENSG00000115310.13,RTN4,protein_coding,chr2,55200648,55200697,-,49,False
ENST00000427710.1,ENSG00000115310.13,RTN4,protein_coding,chr2,55254616,55339757,-,315,False
ENST00000428621.1,ENSG00000162994.11,CLHC1,protein_coding,chr2,55401926,55459410,-,1776,False
ENST00000406437.2,ENSG00000162994.11,CLHC1,protein_coding,chr2,55401926,55459410,-,1641,False
ENST00000407122.1,ENSG00000162994.11,CLHC1,protein_coding,chr2,55402784,55459294,-,381,False
ENST00000401408.1,ENSG00000162994.11,CLHC1,protein_coding,chr2,55402784,55459449,-,490,False
ENST00000406076.1,ENSG00000162994.11,CLHC1,protein_coding,chr2,55402804,55459699,-,385,False
ENST00000411884.2,ENSG00000162994.11,CLHC1,protein_coding,chr2,55402996,55433501,-,402,False
ENST00000451916.1,ENSG00000162994.11,CLHC1,protein_coding,chr2,55449547,55459490,-,374,False
ENST00000403506.1,ENSG00000162994.11,CLHC1,protein_coding,chr2,55449407,55451534,-,293,False
ENST00000425841.1,ENSG00000162994.11,CLHC1,protein_coding,chr2,55449547,55451496,-,447,False
ENST00000402285.3,ENSG00000143947.8,RPS27A,protein_coding,chr2,55459038,55462724,+,237,False
ENST00000272317.6,ENSG00000143947.8,RPS27A,protein_coding,chr2,55459537,55462989,+,603,False
ENST00000449323.1,ENSG00000143947.8,RPS27A,protein_coding,chr2,55459567,55459960,+,104,False
ENST00000404735.1,ENSG00000143947.8,RPS27A,protein_coding,chr2,55459813,55462891,+,328,False
ENST00000403721.1,ENSG00000085760.10,MTIF2,protein_coding,chr2,55463730,55496379,-,205,False
ENST00000263629.4,ENSG00000085760.10,MTIF2,protein_coding,chr2,55463755,55496384,-,347,False
ENST00000394600.3,ENSG00000085760.10,MTIF2,protein_coding,chr2,55463757,55496315,-,766,False
ENST00000418823.4,ENSG00000085760.10,MTIF2,protein_coding,chr2,55467146,55467149,-,3,False
ENST00000366137.2,ENSG00000085760.10,MTIF2,protein_coding,chr2,55490994,55496315,-,737,False
ENST00000441307.1,ENSG00000085760.10,MTIF2,protein_coding,chr2,55490994,55496483,-,371,False
ENST00000404297.1,ENSG00000085760.10,MTIF2,protein_coding,chr2,55490783,55494923,-,229,False
ENST00000420637.1,ENSG00000085760.10,MTIF2,protein_coding,chr2,55490994,55496329,-,438,False
ENST00000417363.1,ENSG00000085760.10,MTIF2,protein_coding,chr2,55490994,55496174,-,535,False
ENST00000412530.1,ENSG00000085760.10,MTIF2,protein_coding,chr2,55490994,55496274,-,558,False
ENST00000336838.6,ENSG00000115355.11,CCDC88A,protein_coding,chr2,55514977,55646749,-,3895,False
ENST00000263630.8,ENSG00000115355.11,CCDC88A,protein_coding,chr2,55514977,55646992,-,4138,False
ENST00000436346.1,ENSG00000115355.11,CCDC88A,protein_coding,chr2,55514982,55647057,-,4198,False
ENST00000444458.1,ENSG00000115355.11,CCDC88A,protein_coding,chr2,55515223,55518849,-,3115,False
ENST00000422883.2,ENSG00000115355.11,CCDC88A,protein_coding,chr2,55515223,55536343,-,3120,False
ENST00000412148.1,ENSG00000115355.11,CCDC88A,protein_coding,chr2,55515313,55518849,-,216,False
ENST00000413716.2,ENSG00000115355.11,CCDC88A,protein_coding,chr2,55517545,55646412,-,990,False
ENST00000426576.1,ENSG00000115355.11,CCDC88A,protein_coding,chr2,55521308,55522202,-,894,False
ENST00000430086.1,ENSG00000115355.11,CCDC88A,protein_coding,chr2,55615961,55626913,-,140,False
ENST00000339012.3,ENSG00000163001.7,CCDC104,protein_coding,chr2,55746739,55772215,+,272,False
ENST00000406691.3,ENSG00000163001.7,CCDC104,protein_coding,chr2,55746781,55766679,+,921,False
ENST00000349456.4,ENSG00000163001.7,CCDC104,protein_coding,chr2,55746789,55773015,+,1022,False
ENST00000407816.3,ENSG00000163001.7,CCDC104,protein_coding,chr2,55746825,55772215,+,186,False
ENST00000403007.3,ENSG00000163001.7,CCDC104,protein_coding,chr2,55746866,55763047,+,87,False
ENST00000272313.5,ENSG00000138041.11,SMEK2,protein_coding,chr2,55774427,55844749,-,2950,False
ENST00000407823.3,ENSG00000138041.11,SMEK2,protein_coding,chr2,55775513,55844758,-,1873,False
ENST00000345102.5,ENSG00000138041.11,SMEK2,protein_coding,chr2,55775514,55844723,-,1837,False
ENST00000447944.2,ENSG00000138035.10,PNPT1,protein_coding,chr2,55861399,55921045,-,2062,False
ENST00000415374.1,ENSG00000138035.10,PNPT1,protein_coding,chr2,55861703,55863374,-,959,False
ENST00000260604.4,ENSG00000138035.10,PNPT1,protein_coding,chr2,55862228,55920977,-,3059,False
ENST00000415489.1,ENSG00000138035.10,PNPT1,protein_coding,chr2,55874535,55883298,-,140,False
ENST00000429805.1,ENSG00000138035.10,PNPT1,protein_coding,chr2,55906816,55920998,-,370,False
ENST00000394555.2,ENSG00000115380.14,EFEMP1,protein_coding,chr2,56093101,56151274,-,1545,False
ENST00000394554.1,ENSG00000115380.14,EFEMP1,protein_coding,chr2,56093102,56150356,-,1438,False
ENST00000424836.2,ENSG00000115380.14,EFEMP1,protein_coding,chr2,56093746,56150911,-,744,False
ENST00000355426.3,ENSG00000115380.14,EFEMP1,protein_coding,chr2,56093994,56150922,-,341,False
ENST00000438672.1,ENSG00000115380.14,EFEMP1,protein_coding,chr2,56149575,56150916,-,216,False
ENST00000439193.1,ENSG00000115380.14,EFEMP1,protein_coding,chr2,56149575,56150930,-,215,False
ENST00000440439.1,ENSG00000115380.14,EFEMP1,protein_coding,chr2,56149575,56150917,-,241,False
ENST00000429909.1,ENSG00000115380.14,EFEMP1,protein_coding,chr2,56149575,56150917,-,297,False
ENST00000452337.1,ENSG00000115380.14,EFEMP1,protein_coding,chr2,56149575,56150920,-,367,False
ENST00000421664.1,ENSG00000115380.14,EFEMP1,protein_coding,chr2,56149575,56150930,-,392,False
ENST00000424207.1,ENSG00000115380.14,EFEMP1,protein_coding,chr2,56149575,56150917,-,258,False
ENST00000407595.2,ENSG00000055813.5,CCDC85A,protein_coding,chr2,56411257,56613308,+,2323,False
ENST00000435505.2,ENSG00000028116.12,VRK2,protein_coding,chr2,58134785,58387002,+,922,False
ENST00000417641.2,ENSG00000028116.12,VRK2,protein_coding,chr2,58134785,58387006,+,1193,False
ENST00000412104.2,ENSG00000028116.12,VRK2,protein_coding,chr2,58273728,58387055,+,848,False
ENST00000340157.4,ENSG00000028116.12,VRK2,protein_coding,chr2,58273825,58387006,+,364,False
ENST00000432057.1,ENSG00000028116.12,VRK2,protein_coding,chr2,58273846,58386919,+,1693,False
ENST00000440705.2,ENSG00000028116.12,VRK2,protein_coding,chr2,58273849,58386919,+,221,False
ENST00000428021.1,ENSG00000028116.12,VRK2,protein_coding,chr2,58274009,58275712,+,305,False
ENST00000403295.3,ENSG00000115392.7,FANCL,protein_coding,chr2,58386377,58468458,-,535,False
ENST00000233741.4,ENSG00000115392.7,FANCL,protein_coding,chr2,58386381,58468485,-,558,False
ENST00000402135.3,ENSG00000115392.7,FANCL,protein_coding,chr2,58386381,58468485,-,558,False
ENST00000403676.1,ENSG00000115392.7,FANCL,protein_coding,chr2,58386889,58468437,-,75,False
ENST00000449070.1,ENSG00000115392.7,FANCL,protein_coding,chr2,58468448,58468507,-,59,False
ENST00000446381.1,ENSG00000115392.7,FANCL,protein_coding,chr2,58468448,58468460,-,12,False
ENST00000540646.1,ENSG00000115392.7,FANCL,protein_coding,chr2,58390313,58468490,-,525,False
ENST00000417361.1,ENSG00000115392.7,FANCL,protein_coding,chr2,58468375,58468483,-,108,False
ENST00000356842.4,ENSG00000119866.16,BCL11A,protein_coding,chr2,60678301,60780634,-,1640,False
ENST00000359629.5,ENSG00000119866.16,BCL11A,protein_coding,chr2,60678301,60780702,-,1698,False
ENST00000538214.1,ENSG00000119866.16,BCL11A,protein_coding,chr2,60679556,60780540,-,281,False
ENST00000537768.1,ENSG00000119866.16,BCL11A,protein_coding,chr2,60679634,60780617,-,965,False
ENST00000335712.6,ENSG00000119866.16,BCL11A,protein_coding,chr2,60684332,60780633,-,3437,False
ENST00000358510.4,ENSG00000119866.16,BCL11A,protein_coding,chr2,60687408,60780566,-,294,False
ENST00000238714.3,ENSG00000115421.8,PAPOLG,protein_coding,chr2,60983364,61026098,+,2055,False
ENST00000414060.1,ENSG00000115421.8,PAPOLG,protein_coding,chr2,60983400,61025601,+,2809,False
ENST00000453839.1,ENSG00000115421.8,PAPOLG,protein_coding,chr2,61002198,61025601,+,2820,False
ENST00000412217.1,ENSG00000115421.8,PAPOLG,protein_coding,chr2,61024292,61029220,+,4928,False
ENST00000295025.8,ENSG00000162924.9,REL,protein_coding,chr2,61108655,61158745,+,9398,False
ENST00000394479.3,ENSG00000162924.9,REL,protein_coding,chr2,61108790,61150119,+,637,False
ENST00000316752.6,ENSG00000162927.9,PUS10,protein_coding,chr2,61169103,61245389,-,691,False
ENST00000407787.1,ENSG00000162927.9,PUS10,protein_coding,chr2,61169359,61244328,-,233,False
ENST00000430495.1,ENSG00000162927.9,PUS10,protein_coding,chr2,61235915,61244328,-,472,False
ENST00000421319.1,ENSG00000162927.9,PUS10,protein_coding,chr2,61239025,61244566,-,210,False
ENST00000398658.2,ENSG00000162927.9,PUS10,protein_coding,chr2,61236982,61244328,-,1041,False
ENST00000444100.2,ENSG00000162928.8,PEX13,protein_coding,chr2,61244359,61246202,+,1344,False
ENST00000401576.1,ENSG00000162928.8,PEX13,protein_coding,chr2,61244696,61246216,+,1000,False
ENST00000295030.5,ENSG00000162928.8,PEX13,protein_coding,chr2,61244856,61279125,+,3261,False
ENST00000414712.2,ENSG00000162928.8,PEX13,protein_coding,chr2,61244864,61246215,+,852,False
ENST00000453186.1,ENSG00000162929.9,KIAA1841,protein_coding,chr2,61293014,61351412,+,4124,False
ENST00000402291.1,ENSG00000162929.9,KIAA1841,protein_coding,chr2,61293067,61351415,+,2362,False
ENST00000295031.5,ENSG00000162929.9,KIAA1841,protein_coding,chr2,61293362,61365169,+,995,False
ENST00000356719.2,ENSG00000162929.9,KIAA1841,protein_coding,chr2,61293362,61349297,+,380,False
ENST00000453873.1,ENSG00000162929.9,KIAA1841,protein_coding,chr2,61297460,61351409,+,2140,False
ENST00000398622.2,ENSG00000162929.9,KIAA1841,protein_coding,chr2,61372265,61390298,+,409,False
ENST00000426997.1,ENSG00000237651.2,C2orf74,protein_coding,chr2,61372242,61391964,+,515,False
ENST00000432605.1,ENSG00000237651.2,C2orf74,protein_coding,chr2,61391659,61391964,+,305,False
ENST00000357022.2,ENSG00000173209.18,AHSA2,protein_coding,chr2,61404552,61414686,+,2026,False
ENST00000394457.3,ENSG00000173209.18,AHSA2,protein_coding,chr2,61404663,61418338,+,6163,False
ENST00000410073.1,ENSG00000173209.18,AHSA2,protein_coding,chr2,61411846,61413945,+,41,False
ENST00000411912.1,ENSG00000115464.10,USP34,protein_coding,chr2,61414597,61415239,-,642,False
ENST00000398571.2,ENSG00000115464.10,USP34,protein_coding,chr2,61414597,61697904,-,719,False
ENST00000436269.1,ENSG00000115464.10,USP34,protein_coding,chr2,61414684,61415239,-,555,False
ENST00000453734.1,ENSG00000115464.10,USP34,protein_coding,chr2,61453922,61454200,-,278,False
ENST00000453133.1,ENSG00000115464.10,USP34,protein_coding,chr2,61575406,61622133,-,1276,False
ENST00000401558.2,ENSG00000082898.12,XPO1,protein_coding,chr2,61704983,61765418,-,1702,True
ENST00000428210.1,ENSG00000082898.12,XPO1,protein_coding,chr2,61705068,61765366,-,6530,True
ENST00000404992.2,ENSG00000082898.12,XPO1,protein_coding,chr2,61705472,61764245,-,892,False
ENST00000406957.1,ENSG00000082898.12,XPO1,protein_coding,chr2,61705834,61765383,-,266,True
ENST00000437159.1,ENSG00000082898.12,XPO1,protein_coding,chr2,61724128,61726985,-,321,False
ENST00000451765.1,ENSG00000082898.12,XPO1,protein_coding,chr2,61761032,61764252,-,105,False
ENST00000443240.1,ENSG00000082898.12,XPO1,protein_coding,chr2,61761032,61765761,-,167,True
ENST00000420673.1,ENSG00000082898.12,XPO1,protein_coding,chr2,61761032,61761413,-,381,False
ENST00000422552.1,ENSG00000082898.12,XPO1,protein_coding,chr2,61761032,61761647,-,96,False
ENST00000457483.1,ENSG00000082898.12,XPO1,protein_coding,chr2,61761032,61764775,-,206,False
ENST00000449444.1,ENSG00000082898.12,XPO1,protein_coding,chr2,61761032,61763723,-,393,False
ENST00000436018.1,ENSG00000082898.12,XPO1,protein_coding,chr2,61761032,61765761,-,141,True
ENST00000456262.1,ENSG00000170264.8,FAM161A,protein_coding,chr2,62051988,62081227,-,3153,False
ENST00000418113.1,ENSG00000170264.8,FAM161A,protein_coding,chr2,62051990,62063943,-,2225,False
ENST00000404929.1,ENSG00000170264.8,FAM161A,protein_coding,chr2,62051990,62081188,-,1614,False
ENST00000405894.3,ENSG00000170264.8,FAM161A,protein_coding,chr2,62051990,62081278,-,1704,False
ENST00000307507.3,ENSG00000170264.8,FAM161A,protein_coding,chr2,62063191,62081199,-,1672,False
ENST00000394440.3,ENSG00000115484.10,CCT4,protein_coding,chr2,62095223,62115939,-,903,False
ENST00000544079.1,ENSG00000115484.10,CCT4,protein_coding,chr2,62095570,62115791,-,408,False
ENST00000544185.1,ENSG00000115484.10,CCT4,protein_coding,chr2,62095735,62115659,-,452,False
ENST00000538252.1,ENSG00000115484.10,CCT4,protein_coding,chr2,62095747,62115748,-,590,False
ENST00000445644.1,ENSG00000173163.6,COMMD1,protein_coding,chr2,62132781,62228010,+,255,False
ENST00000311832.5,ENSG00000173163.6,COMMD1,protein_coding,chr2,62132781,62363382,+,341,False
ENST00000538736.1,ENSG00000173163.6,COMMD1,protein_coding,chr2,62132808,62282912,+,328,False
ENST00000455659.1,ENSG00000173163.6,COMMD1,protein_coding,chr2,62142864,62227982,+,239,False
ENST00000458337.1,ENSG00000173163.6,COMMD1,protein_coding,chr2,62363073,62374049,+,658,False
ENST00000427417.1,ENSG00000173163.6,COMMD1,protein_coding,chr2,62363073,62374382,+,673,False
ENST00000444166.1,ENSG00000173163.6,COMMD1,protein_coding,chr2,62363073,62374061,+,649,False
ENST00000301998.4,ENSG00000170340.10,B3GNT2,protein_coding,chr2,62423247,62451866,+,1572,False
ENST00000405767.1,ENSG00000170340.10,B3GNT2,protein_coding,chr2,62442652,62451684,+,1245,False
ENST00000335390.5,ENSG00000186889.5,TMEM17,protein_coding,chr2,62727355,62733476,-,1203,False
ENST00000405015.3,ENSG00000115504.10,EHBP1,protein_coding,chr2,62900985,63272732,+,628,False
ENST00000413434.1,ENSG00000115504.10,EHBP1,protein_coding,chr2,62901012,62901220,+,208,False
ENST00000426940.1,ENSG00000115504.10,EHBP1,protein_coding,chr2,62901012,63053269,+,462,False
ENST00000449820.1,ENSG00000115504.10,EHBP1,protein_coding,chr2,62901012,63053269,+,254,False
ENST00000427809.1,ENSG00000115504.10,EHBP1,protein_coding,chr2,62932786,62934326,+,348,False
